  PID   TID   UID COMM                        CMDLINE                     CMD             LABEL                          STAT  WCHAN 
 1534  1534  1047 android.hardware.camera.provider@2.4-service_64 /vendor/bin/hw/android.hardware.camera.provider@2.4-service_64 provider@2.4-se u:r:hal_camera_default:s0 SL binder_thread_read
 1534  1615  1047 android.hardware.camera.provider@2.4-service_64 /vendor/bin/hw/android.hardware.camera.provider@2.4-service_64 provider@2.4-se u:r:hal_camera_default:s0 SL do_sys_poll
 1534  1749  1047 android.hardware.camera.provider@2.4-service_64 /vendor/bin/hw/android.hardware.camera.provider@2.4-service_64 SyncManager_0 u:r:hal_camera_default:s0 SL futex_wait_queue_me
 1534  1750  1047 android.hardware.camera.provider@2.4-service_64 /vendor/bin/hw/android.hardware.camera.provider@2.4-service_64 provider@2.4-se u:r:hal_camera_default:s0 SL do_sys_poll
 1534  1781  1047 android.hardware.camera.provider@2.4-service_64 /vendor/bin/hw/android.hardware.camera.provider@2.4-service_64 cp_thread u:r:hal_camera_default:s0 SL futex_wait_queue_me
 1534  1782  1047 android.hardware.camera.provider@2.4-service_64 /vendor/bin/hw/android.hardware.camera.provider@2.4-service_64 cp_thread u:r:hal_camera_default:s0 SL futex_wait_queue_me
 1534  1783  1047 android.hardware.camera.provider@2.4-service_64 /vendor/bin/hw/android.hardware.camera.provider@2.4-service_64 cp_thread u:r:hal_camera_default:s0 SL futex_wait_queue_me
 1534  1784  1047 android.hardware.camera.provider@2.4-service_64 /vendor/bin/hw/android.hardware.camera.provider@2.4-service_64 cp_thread u:r:hal_camera_default:s0 SL futex_wait_queue_me
 1534  1785  1047 android.hardware.camera.provider@2.4-service_64 /vendor/bin/hw/android.hardware.camera.provider@2.4-service_64 cp_thread u:r:hal_camera_default:s0 SL futex_wait_queue_me
 1534  1786  1047 android.hardware.camera.provider@2.4-service_64 /vendor/bin/hw/android.hardware.camera.provider@2.4-service_64 cp_thread u:r:hal_camera_default:s0 SL futex_wait_queue_me
 1534  1787  1047 android.hardware.camera.provider@2.4-service_64 /vendor/bin/hw/android.hardware.camera.provider@2.4-service_64 cp_thread u:r:hal_camera_default:s0 SL futex_wait_queue_me
 1534  1788  1047 android.hardware.camera.provider@2.4-service_64 /vendor/bin/hw/android.hardware.camera.provider@2.4-service_64 cp_thread u:r:hal_camera_default:s0 SL futex_wait_queue_me
 1534  1789  1047 android.hardware.camera.provider@2.4-service_64 /vendor/bin/hw/android.hardware.camera.provider@2.4-service_64 cp_thread u:r:hal_camera_default:s0 SL futex_wait_queue_me
 1534  1790  1047 android.hardware.camera.provider@2.4-service_64 /vendor/bin/hw/android.hardware.camera.provider@2.4-service_64 cp_thread u:r:hal_camera_default:s0 SL futex_wait_queue_me
 1534  1791  1047 android.hardware.camera.provider@2.4-service_64 /vendor/bin/hw/android.hardware.camera.provider@2.4-service_64 cp_thread u:r:hal_camera_default:s0 SL futex_wait_queue_me
 1534  1792  1047 android.hardware.camera.provider@2.4-service_64 /vendor/bin/hw/android.hardware.camera.provider@2.4-service_64 cp_thread u:r:hal_camera_default:s0 SL futex_wait_queue_me
 1534  2639  1047 android.hardware.camera.provider@2.4-service_64 /vendor/bin/hw/android.hardware.camera.provider@2.4-service_64 provider@2.4-se u:r:hal_camera_default:s0 SL futex_wait_queue_me
 1534  2697  1047 android.hardware.camera.provider@2.4-service_64 /vendor/bin/hw/android.hardware.camera.provider@2.4-service_64 HwBinder:1534_1 u:r:hal_camera_default:s0 SL binder_thread_read
 1534  2698  1047 android.hardware.camera.provider@2.4-service_64 /vendor/bin/hw/android.hardware.camera.provider@2.4-service_64 HwBinder:1534_2 u:r:hal_camera_default:s0 SL binder_thread_read
 1534  2699  1047 android.hardware.camera.provider@2.4-service_64 /vendor/bin/hw/android.hardware.camera.provider@2.4-service_64 provider@2.4-se u:r:hal_camera_default:s0 SL futex_wait_queue_me
 1534  2700  1047 android.hardware.camera.provider@2.4-service_64 /vendor/bin/hw/android.hardware.camera.provider@2.4-service_64 provider@2.4-se u:r:hal_camera_default:s0 SL futex_wait_queue_me
 1534  2701  1047 android.hardware.camera.provider@2.4-service_64 /vendor/bin/hw/android.hardware.camera.provider@2.4-service_64 provider@2.4-se u:r:hal_camera_default:s0 SL futex_wait_queue_me
 1534  2702  1047 android.hardware.camera.provider@2.4-service_64 /vendor/bin/hw/android.hardware.camera.provider@2.4-service_64 provider@2.4-se u:r:hal_camera_default:s0 SL futex_wait_queue_me
 1534  2703  1047 android.hardware.camera.provider@2.4-service_64 /vendor/bin/hw/android.hardware.camera.provider@2.4-service_64 provider@2.4-se u:r:hal_camera_default:s0 SL futex_wait_queue_me
 1534  2704  1047 android.hardware.camera.provider@2.4-service_64 /vendor/bin/hw/android.hardware.camera.provider@2.4-service_64 provider@2.4-se u:r:hal_camera_default:s0 SL futex_wait_queue_me
 1534  2705  1047 android.hardware.camera.provider@2.4-service_64 /vendor/bin/hw/android.hardware.camera.provider@2.4-service_64 provider@2.4-se u:r:hal_camera_default:s0 SL futex_wait_queue_me
 1534  2706  1047 android.hardware.camera.provider@2.4-service_64 /vendor/bin/hw/android.hardware.camera.provider@2.4-service_64 provider@2.4-se u:r:hal_camera_default:s0 SL futex_wait_queue_me
 1534  2707  1047 android.hardware.camera.provider@2.4-service_64 /vendor/bin/hw/android.hardware.camera.provider@2.4-service_64 provider@2.4-se u:r:hal_camera_default:s0 SL futex_wait_queue_me
 1534  2708  1047 android.hardware.camera.provider@2.4-service_64 /vendor/bin/hw/android.hardware.camera.provider@2.4-service_64 provider@2.4-se u:r:hal_camera_default:s0 SL futex_wait_queue_me
 1534  2709  1047 android.hardware.camera.provider@2.4-service_64 /vendor/bin/hw/android.hardware.camera.provider@2.4-service_64 provider@2.4-se u:r:hal_camera_default:s0 SL futex_wait_queue_me
 1534  2710  1047 android.hardware.camera.provider@2.4-service_64 /vendor/bin/hw/android.hardware.camera.provider@2.4-service_64 provider@2.4-se u:r:hal_camera_default:s0 SL futex_wait_queue_me
 1534  2711  1047 android.hardware.camera.provider@2.4-service_64 /vendor/bin/hw/android.hardware.camera.provider@2.4-service_64 provider@2.4-se u:r:hal_camera_default:s0 SL do_sys_poll
 1534  2712  1047 android.hardware.camera.provider@2.4-service_64 /vendor/bin/hw/android.hardware.camera.provider@2.4-service_64 provider@2.4-se u:r:hal_camera_default:s0 SL do_sys_poll
 1534  2733  1047 android.hardware.camera.provider@2.4-service_64 /vendor/bin/hw/android.hardware.camera.provider@2.4-service_64 provider@2.4-se u:r:hal_camera_default:s0 SL binder_thread_read
 1534  2734  1047 android.hardware.camera.provider@2.4-service_64 /vendor/bin/hw/android.hardware.camera.provider@2.4-service_64 provider@2.4-se u:r:hal_camera_default:s0 SL futex_wait_queue_me
 1534  2735  1047 android.hardware.camera.provider@2.4-service_64 /vendor/bin/hw/android.hardware.camera.provider@2.4-service_64 provider@2.4-se u:r:hal_camera_default:s0 SL futex_wait_queue_me
 1534  2736  1047 android.hardware.camera.provider@2.4-service_64 /vendor/bin/hw/android.hardware.camera.provider@2.4-service_64 provider@2.4-se u:r:hal_camera_default:s0 SL binder_thread_read
 1535  1535  1013 android.hardware.cas@1.2-service /vendor/bin/hw/android.hardware.cas@1.2-service cas@1.2-service u:r:hal_cas_default:s0 S binder_thread_read
 1535  1547  1013 android.hardware.cas@1.2-service /vendor/bin/hw/android.hardware.cas@1.2-service HwBinder:1535_1 u:r:hal_cas_default:s0 S binder_thread_read
 1535  1549  1013 android.hardware.cas@1.2-service /vendor/bin/hw/android.hardware.cas@1.2-service HwBinder:1535_2 u:r:hal_cas_default:s0 S binder_thread_read
 1536  1536  1013 android.hardware.drm-service.clearkey /vendor/bin/hw/android.hardware.drm-service.clearkey android.hardwar u:r:hal_drm_clearkey_aidl:s0 S binder_thread_read
 1537  1537  1021 android.hardware.gnss@2.1-service-qti /vendor/bin/hw/android.hardware.gnss@2.1-service-qti gnss@2.1-servic u:r:vendor_hal_gnss_qti:s0 S binder_thread_read
 1537  1571  1021 android.hardware.gnss@2.1-service-qti /vendor/bin/hw/android.hardware.gnss@2.1-service-qti Loc_hal_worker u:r:vendor_hal_gnss_qti:s0 S futex_wait_queue_me
 1537  1579  1021 android.hardware.gnss@2.1-service-qti /vendor/bin/hw/android.hardware.gnss@2.1-service-qti LocApiMsgTask u:r:vendor_hal_gnss_qti:s0 S futex_wait_queue_me
 1537  1583  1021 android.hardware.gnss@2.1-service-qti /vendor/bin/hw/android.hardware.gnss@2.1-service-qti LocIpc-/dev/soc u:r:vendor_hal_gnss_qti:s0 S __skb_wait_for_more_packets
 1537  1584  1021 android.hardware.gnss@2.1-service-qti /vendor/bin/hw/android.hardware.gnss@2.1-service-qti LocTimerPollTas u:r:vendor_hal_gnss_qti:s0 S do_epoll_wait
 1537  1585  1021 android.hardware.gnss@2.1-service-qti /vendor/bin/hw/android.hardware.gnss@2.1-service-qti LocTimerMsgTask u:r:vendor_hal_gnss_qti:s0 S futex_wait_queue_me
 1537  1587  1021 android.hardware.gnss@2.1-service-qti /vendor/bin/hw/android.hardware.gnss@2.1-service-qti LocApiMsgTask u:r:vendor_hal_gnss_qti:s0 S do_sys_poll
 1537  2741  1021 android.hardware.gnss@2.1-service-qti /vendor/bin/hw/android.hardware.gnss@2.1-service-qti Loc_hal_worker u:r:vendor_hal_gnss_qti:s0 S unix_stream_read_generic
 1537  2742  1021 android.hardware.gnss@2.1-service-qti /vendor/bin/hw/android.hardware.gnss@2.1-service-qti Loc_hal_worker u:r:vendor_hal_gnss_qti:s0 S futex_wait_queue_me
 1537  2908  1021 android.hardware.gnss@2.1-service-qti /vendor/bin/hw/android.hardware.gnss@2.1-service-qti LocApiMsgTask u:r:vendor_hal_gnss_qti:s0 S do_sys_poll
 1537  2910  1021 android.hardware.gnss@2.1-service-qti /vendor/bin/hw/android.hardware.gnss@2.1-service-qti LocIpc-5004:1 u:r:vendor_hal_gnss_qti:s0 S __skb_wait_for_more_packets
 1537  2911  1021 android.hardware.gnss@2.1-service-qti /vendor/bin/hw/android.hardware.gnss@2.1-service-qti LocIpc-5004:2 u:r:vendor_hal_gnss_qti:s0 S __skb_wait_for_more_packets
 1537  5410  1021 android.hardware.gnss@2.1-service-qti /vendor/bin/hw/android.hardware.gnss@2.1-service-qti vndbinder:1537_ u:r:vendor_hal_gnss_qti:s0 S binder_thread_read
 1537  5411  1021 android.hardware.gnss@2.1-service-qti /vendor/bin/hw/android.hardware.gnss@2.1-service-qti vndbinder:1537_ u:r:vendor_hal_gnss_qti:s0 S binder_thread_read
 1538  1538  1000 android.hardware.health-service.qti /vendor/bin/hw/android.hardware.health-service.qti android.hardwar u:r:hal_health_default:s0 S do_epoll_wait
 1539  1539  1000 android.hardware.power-service-qti /vendor/bin/hw/android.hardware.power-service-qti android.hardwar u:r:hal_power_default:s0 S binder_thread_read
 1539  3075  1000 android.hardware.power-service-qti /vendor/bin/hw/android.hardware.power-service-qti HwBinder:1539_1 u:r:hal_power_default:s0 S binder_thread_read
 1539  5303  1000 android.hardware.power-service-qti /vendor/bin/hw/android.hardware.power-service-qti android.hardwar u:r:hal_power_default:s0 S< futex_wait_queue_me
 1542  1542  1000 android.hardware.sensors-service.multihal /vendor/bin/hw/android.hardware.sensors-service.multihal android.hardwar u:r:hal_sensors_default:s0 S binder_thread_read
 1542  1574  1000 android.hardware.sensors-service.multihal /vendor/bin/hw/android.hardware.sensors-service.multihal android.hardwar u:r:hal_sensors_default:s0 S do_sys_poll
 1542  2628  1000 android.hardware.sensors-service.multihal /vendor/bin/hw/android.hardware.sensors-service.multihal android.hardwar u:r:hal_sensors_default:s0 S __skb_wait_for_more_packets
 1542  2629  1000 android.hardware.sensors-service.multihal /vendor/bin/hw/android.hardware.sensors-service.multihal android.hardwar u:r:hal_sensors_default:s0 S futex_wait_queue_me
 1542  2630  1000 android.hardware.sensors-service.multihal /vendor/bin/hw/android.hardware.sensors-service.multihal android.hardwar u:r:hal_sensors_default:s0 S futex_wait_queue_me
 1542  2631  1000 android.hardware.sensors-service.multihal /vendor/bin/hw/android.hardware.sensors-service.multihal sig_motion u:r:hal_sensors_default:s0 S futex_wait_queue_me
 1542  2632  1000 android.hardware.sensors-service.multihal /vendor/bin/hw/android.hardware.sensors-service.multihal motion_detect u:r:hal_sensors_default:s0 S futex_wait_queue_me
 1542  2633  1000 android.hardware.sensors-service.multihal /vendor/bin/hw/android.hardware.sensors-service.multihal motion_detect u:r:hal_sensors_default:s0 S futex_wait_queue_me
 1542  2634  1000 android.hardware.sensors-service.multihal /vendor/bin/hw/android.hardware.sensors-service.multihal android.hardwar u:r:hal_sensors_default:s0 S futex_wait_queue_me
 1542  2635  1000 android.hardware.sensors-service.multihal /vendor/bin/hw/android.hardware.sensors-service.multihal android.hardwar u:r:hal_sensors_default:s0 S do_sys_poll
 1542  2636  1000 android.hardware.sensors-service.multihal /vendor/bin/hw/android.hardware.sensors-service.multihal POSIX timer 0 u:r:hal_sensors_default:s0 S do_sigtimedwait
 1542  2637  1000 android.hardware.sensors-service.multihal /vendor/bin/hw/android.hardware.sensors-service.multihal android.hardwar u:r:hal_sensors_default:s0 S futex_wait_queue_me
 1542  3195  1000 android.hardware.sensors-service.multihal /vendor/bin/hw/android.hardware.sensors-service.multihal android.hardwar u:r:hal_sensors_default:s0 S< futex_wait_queue_me
 1542  3196  1000 android.hardware.sensors-service.multihal /vendor/bin/hw/android.hardware.sensors-service.multihal android.hardwar u:r:hal_sensors_default:s0 S< futex_wait_queue_me
 1542  7588  1000 android.hardware.sensors-service.multihal /vendor/bin/hw/android.hardware.sensors-service.multihal see_11 u:r:hal_sensors_default:s0 SN futex_wait_queue_me
 1542  7589  1000 android.hardware.sensors-service.multihal /vendor/bin/hw/android.hardware.sensors-service.multihal 11_see u:r:hal_sensors_default:s0 SN do_sys_poll
 1542  8297  1000 android.hardware.sensors-service.multihal /vendor/bin/hw/android.hardware.sensors-service.multihal see_191 u:r:hal_sensors_default:s0 S futex_wait_queue_me
 1542  8298  1000 android.hardware.sensors-service.multihal /vendor/bin/hw/android.hardware.sensors-service.multihal 191_see u:r:hal_sensors_default:s0 S do_sys_poll
 1542 16228  1000 android.hardware.sensors-service.multihal /vendor/bin/hw/android.hardware.sensors-service.multihal see_272 u:r:hal_sensors_default:s0 S< futex_wait_queue_me
 1542 16229  1000 android.hardware.sensors-service.multihal /vendor/bin/hw/android.hardware.sensors-service.multihal 272_see u:r:hal_sensors_default:s0 S< do_sys_poll
